cid,shop,品牌,标题,内容,评分,评级,标签,标签个数,日期
51a74a060cf2ca7bf3ebe561,TMALL,可瑞康,,一如既往,5,好评,品牌口碑,1,2013-05-20 08:06:18,
51a7464e0cf24b73e459c1cc,TMALL,可瑞康,,除了涨价了一点，其他的不错！ 不错,5,好评,品牌口碑,1,2013-05-20 08:29:00,
51a7461b0cf2823ad0c8057e,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 08:32:40,
51a7464e0cf24b73e459c1cb,TMALL,可瑞康,,上次宝宝断奶时也是在这家买的，宝宝渐渐开始接受这个味道，蛮好的，所以这次先买了屯着，呵呵，不过上次是包邮的，这次不包邮了,5,好评,品牌口碑/价格,2,2013-05-20 08:33:56,
51a74a060cf2ca7bf3ebe560,TMALL,可瑞康,,包装很好，一点都没有憋掉，这次速度也很快，比上次好很多，上次莫名其妙转邮局了，害得宝宝断奶。奶粉还没有吃，但是中文标签怎么变成蓝色了，之前一直是白色的。,5,好评,品牌口碑/产品包装/品牌问题,3,2013-05-20 08:33:57,
51afc5ce0cf23c9db7b4c471,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 08:47:06,
51a74a060cf2ca7bf3ebe55f,TMALL,可瑞康,,可以,4,好评,其他,1,2013-05-20 08:49:18,
51afd45f0cf2ee6789900074,TMALL,可瑞康,,很好，一直在吃这个奶粉，很不错~,5,好评,品牌口碑,1,2013-05-20 09:00:04,
51a7461b0cf2823ad0c8057d,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 09:20:48,
51a7461b0cf2823ad0c8057c,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 09:21:04,
51a73eb20cf2ca7bf3ebd98a,TMALL,可瑞康,,上次买的生产日期比这次买的还晚一些，难道你们发货不是先把生产日期旧的先发吗？,5,好评,其他,1,2013-05-20 09:21:53,
51a73eb20cf2ca7bf3ebd988,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 09:27:57,
51a7461b0cf2823ad0c8057b,TMALL,可瑞康,,泡泡很多。,5,好评,产品质量,1,2013-05-20 09:28:30,
51afc5ce0cf23c9db7b4c470,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 09:34:52,
51a7464e0cf24b73e459c1ca,TMALL,可瑞康,,由始至终都是这家,5,好评,其他,1,2013-05-20 09:49:07,
51a7461b0cf2823ad0c8057a,TMALL,可瑞康,,一如既往的好,5,好评,品牌口碑,1,2013-05-20 10:01:48,
51a7461b0cf2823ad0c80579,TMALL,可瑞康,,宝宝还没吃，再追评,5,好评,其他,1,2013-05-20 10:07:20,
51a7464e0cf24b73e459c1c9,TMALL,可瑞康,,应该是正品,5,好评,品牌问题,1,2013-05-20 10:07:55,
51a7464e0cf24b73e459c1c8,TMALL,可瑞康,,这个奶粉买了好几次了，口味比较清淡，宝宝喜欢喝，还会继续支持的。,5,好评,品牌口碑,1,2013-05-20 10:12:43,
51a7464e0cf24b73e459c1c7,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 10:20:19,
51a7464e0cf24b73e459c1c6,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 10:21:01,
51a7461b0cf2823ad0c80578,TMALL,可瑞康,,儿子一直吃这个奶粉，很好,5,好评,品牌口碑,1,2013-05-20 10:29:14,
51afc5ce0cf23c9db7b4c46f,TMALL,可瑞康,,一直买，放心，这次换包装了,5,好评,品牌口碑,1,2013-05-20 10:32:42,
51a73eb20cf2ca7bf3ebd986,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 10:36:13,
51a74a060cf2ca7bf3ebe55e,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 10:37:11,
51afc5ce0cf23c9db7b4c46e,TMALL,可瑞康,,宝贝一直和这家店的奶粉,5,好评,品牌口碑,1,2013-05-20 10:38:00,
51a7464e0cf24b73e459c1c5,TMALL,可瑞康,,跟图片上一样，但愿是正品。,5,好评,品牌问题,1,2013-05-20 10:39:32,
51a7461b0cf2823ad0c80577,TMALL,可瑞康,,孩子一直在吃，挺好，就是老挂壁,4,好评,品牌口碑/产品质量,2,2013-05-20 10:51:29,
51a73eb20cf2ca7bf3ebd984,TMALL,可瑞康,,一如既往的好，都是老顾客啦。希望以后能有点优惠活动嘛。或者积分啊，送点小礼物就更好啦！,5,好评,品牌口碑/价格,2,2013-05-20 10:52:31,
51a7464e0cf24b73e459c1c4,TMALL,可瑞康,,跟2段比，甜点，宝宝爱喝一点呢。,5,好评,品牌口碑,1,2013-05-20 11:02:08,
51a74a060cf2ca7bf3ebe55d,TMALL,可瑞康,,快递挺快的 也没有破损 孩子奶粉还有一些所以还没有试吃 过后会来追加的 谢谢卖家 服务也不错 很耐心明确,5,好评,品牌口碑,1,2013-05-20 11:11:28,
51a7464e0cf24b73e459c1c3,TMALL,可瑞康,,运费再便宜点儿就好啦！,5,好评,其他,1,2013-05-20 11:13:24,
51a7464e0cf24b73e459c1c2,TMALL,可瑞康,,第二次购买了，宝宝喜欢喝 因没什么交流，好评,5,好评,品牌口碑,1,2013-05-20 11:20:04,
51a7461b0cf2823ad0c80576,TMALL,可瑞康,,就第一次给了发票，要求补发都没给，不给也无所谓吧，结果连个信息都不回了。,5,好评,其他,1,2013-05-20 11:24:53,
51a7461b0cf2823ad0c80575,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 11:29:34,
51afc5ce0cf23c9db7b4c46d,TMALL,可瑞康,,不错，宝宝喜欢喝！一直喝这个牌子的奶粉，值得信赖,5,好评,品牌口碑,1,2013-05-20 11:30:34,
51a7461b0cf2823ad0c80574,TMALL,可瑞康,,包装很好，发货也很快，用后再评！,5,好评,品牌口碑,1,2013-05-20 11:30:48,
51a7461b0cf2823ad0c80573,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 11:39:12,
51a74a060cf2ca7bf3ebe55c,TMALL,可瑞康,,收到 信赖,5,好评,品牌口碑,1,2013-05-20 11:42:21,
51a746620cf2823ad0c805e8,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 11:42:37,
51a746620cf2823ad0c805e7,TMALL,可瑞康,,第一次上网买食品，非常满意！服务很耐心，发货很及时！关键是正品，而且日期很新，以后还会来。,5,好评,品牌口碑/品牌问题,2,2013-05-20 11:46:04,
51afc5ce0cf23c9db7b4c46c,TMALL,可瑞康,,奶粉怎么又换新配方了，还有以前2罐旧的，最近新闻说假洋奶粉多的很，我爸也不让我在网上买，5000快就可以注册个假洋奶粉的牌子，我就不明白你们还是人吗，去年11月份就开始吃这奶粉，宝宝吃的感觉还可以，就是吃不胖，好瘦，希望商家要有良心别在让奶粉出事了,5,好评,其他,1,2013-05-20 11:51:48,
51a7461b0cf2823ad0c80572,TMALL,可瑞康,,很好&apos;就是沫有点多,5,好评,品牌口碑,1,2013-05-20 12:14:30,
51afc5ce0cf23c9db7b4c46b,TMALL,可瑞康,,很好 很好,5,好评,品牌口碑,1,2013-05-20 12:25:56,
51a74a060cf2ca7bf3ebe55b,TMALL,可瑞康,,吃了好多了很好 还可以,5,好评,品牌口碑,1,2013-05-20 12:28:18,
51afc5ce0cf23c9db7b4c46a,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 12:29:36,
51a7461b0cf2823ad0c80571,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 12:59:59,
51afc5ce0cf23c9db7b4c469,TMALL,可瑞康,,包装挺好的，奶粉还没吃呢,5,好评,其他,1,2013-05-20 13:04:32,
51a74a060cf2ca7bf3ebe55a,TMALL,可瑞康,,宝宝断奶开始一直吃的，还好的,5,好评,品牌口碑,1,2013-05-20 13:07:12,
51a746620cf2823ad0c805e6,TMALL,可瑞康,,13年1月 的生产日期，算新鲜了。还有，参了3段转奶后，泡沫奇迹般地消失了，随你怎么晃，都没有泡泡了。,5,好评,产品质量,1,2013-05-20 13:09:29,
51afc5ce0cf23c9db7b4c468,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 13:17:05,
51a746310cf24b73e459c185,TMALL,可瑞康,,一直吃这个，希望发的日期再新鲜点就更好了,5,好评,品牌口碑,1,2013-05-20 13:22:05,
51a73eb20cf2ca7bf3ebd982,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 13:28:40,
51afc5ce0cf23c9db7b4c467,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 13:37:40,
51a746620cf2823ad0c805e5,TMALL,可瑞康,,此用户没有填写评论!,4,好评,其他,1,2013-05-20 13:37:42,
51a746620cf2823ad0c805e4,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 13:45:59,
51a746310cf24b73e459c184,TMALL,可瑞康,,宝宝还没出来。。等他吃了要是好，还会来光顾哦,5,好评,其他,1,2013-05-20 13:49:14,
51a746620cf2823ad0c805e3,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 13:59:03,
51a746310cf24b73e459c183,TMALL,可瑞康,,质量稳定，这个奶粉不是很好融的，所以要稍微耐心一点就好~\n宝宝吃得还不错。\n什么时候可以出karicare aptamil呢？ 还不错。,4,好评,品牌口碑,1,2013-05-20 13:59:42,
51afc5ce0cf23c9db7b4c466,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 14:04:06,
51a746620cf2823ad0c805e2,TMALL,可瑞康,,喝了一年多了，没什么不好的，头天下午买，第二天中午就到了,5,好评,其他,1,2013-05-20 14:11:30,
51a73eb20cf2ca7bf3ebd980,TMALL,可瑞康,,此用户没有填写评论!,4,好评,其他,1,2013-05-20 14:12:02,
51a73eb20cf2ca7bf3ebd97e,TMALL,可瑞康,,一直吃这个，不错！宝宝白又胖,5,好评,品牌口碑,1,2013-05-20 14:12:34,
51a746310cf24b73e459c182,TMALL,可瑞康,,第二次再你家买了，奶粉粉质颜色比别的牌子的奶粉黄一点，味道也很香，就是不知道是不是进口的，听朋友说可能是进口奶源，国内分装的，有点放心不下，身边好多朋友都给宝宝喝这个牌子奶粉，都是托朋友从国外带的，比较麻烦，希望宝宝喝的好。还有就是买了几次了日期都是12年11月，真的不太放心啊,5,好评,品牌问题,1,2013-05-20 14:20:21,
51a746310cf24b73e459c181,TMALL,可瑞康,,给宝宝囤货的,5,好评,品牌口碑,1,2013-05-20 14:22:38,
51afc5ce0cf23c9db7b4c465,TMALL,可瑞康,,一直吃这个。很喜欢。但是你们能不能像全球购那样做做活动呢。起码免个邮费啥的。,5,好评,品牌口碑/价格,2,2013-05-20 14:24:34,
51a73eb20cf2ca7bf3ebd97d,TMALL,可瑞康,,好,5,好评,其他,1,2013-05-20 14:28:01,
51afc5ce0cf23c9db7b4c464,TMALL,可瑞康,,一直买，好,4,好评,品牌口碑,1,2013-05-20 14:37:41,
51a73eb20cf2ca7bf3ebd97b,TMALL,可瑞康,,好~买了很多次鸟,5,好评,其他,1,2013-05-20 14:39:39,
51afc6e40cf2ee67898ffff6,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 14:40:16,
51a746620cf2823ad0c805e1,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 14:42:40,
51afc6e40cf2ee67898ffff5,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 14:43:15,
51afc6e40cf2ee67898ffff4,TMALL,可瑞康,,宝宝一直吃这个，吃这个我的宝宝好像不便秘，味道也比原来的淡很多，真心希望这个是真的好,5,好评,品牌口碑/产品质量/品牌问题,3,2013-05-20 14:43:53,
51afc6e40cf2ee67898ffff3,TMALL,可瑞康,,6罐有1罐有点扁了，总体还是很好的！,5,好评,品牌口碑,1,2013-05-20 14:44:45,
51a74a060cf2ca7bf3ebe559,TMALL,可瑞康,,好,5,好评,其他,1,2013-05-20 15:14:15,
51afd45f0cf2ee6789900073,TMALL,可瑞康,,质量不错！,5,好评,品牌口碑,1,2013-05-20 15:17:28,
51afc6e40cf2ee67898ffff2,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 15:25:24,
51afc6e40cf2ee67898ffff1,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 15:27:45,
51a74a060cf2ca7bf3ebe558,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 15:43:37,
51a746310cf24b73e459c180,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 15:50:05,
51a746620cf2823ad0c805e0,TMALL,可瑞康,,第一次吃的时候是香港买的，后面一直吃的是牛栏，这次又买了可瑞康，现在这次一吃，孩子有点过敏了，等化验结果出来再看,5,好评,品牌口碑,1,2013-05-20 15:56:18,
51a746310cf24b73e459c17f,TMALL,可瑞康,,很不错,5,好评,品牌口碑,1,2013-05-20 15:57:02,
51afc6e40cf2ee67898ffff0,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 16:05:16,
51a73eb20cf2ca7bf3ebd979,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 16:05:30,
51a746620cf2823ad0c805df,TMALL,可瑞康,,一如既往的好，宝宝一直喝的这个奶粉，身体一直很好，现在都一岁半了，还是很喜欢喝，谢谢卖家，希望下次能给点优惠券。,5,好评,品牌口碑,1,2013-05-20 16:06:20,
51a746620cf2823ad0c805de,TMALL,可瑞康,,宝宝一直都很喜欢吃这牌子,5,好评,品牌口碑,1,2013-05-20 16:27:09,
51a73eb20cf2ca7bf3ebd977,TMALL,可瑞康,,东西本身不错但是物流快给人气死了，包裹都到武汉了明明能直接发到我们这里了却没事发到荆门转了一大圈才到，宝宝都已经断粮了,5,好评,物流/品牌口碑,2,2013-05-20 16:28:58,
51afc6e40cf2ee67898fffef,TMALL,可瑞康,,不错，很好的，包装物流都挺好的 不错 挺好,5,好评,品牌口碑,1,2013-05-20 16:34:40,
51afd45f0cf2ee6789900072,TMALL,可瑞康,,宝宝爱吃，还不错，第三次买了,5,好评,品牌口碑,1,2013-05-20 16:45:17,
51afd45f0cf2ee6789900071,TMALL,可瑞康,,第二次购买了 宝宝一直在喝 没有出现什么不适 不过本次购买的和上次购买的生产日期是一样的 都是2012年11月的 汗哪~~之前咨询过客服 回答也很模糊 宝宝吃的东西 在条件许可的情况下 还是都希望生产日期是最新的吧 还可以吧 希望以后咨询的时候 对于有些问题的回答能够明朗一些,3,中评,品牌口碑,1,2013-05-20 16:45:56,
51a746310cf24b73e459c17e,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 16:54:58,
51afd45f0cf2ee6789900070,TMALL,可瑞康,,好，买几次了,5,好评,其他,1,2013-05-20 16:57:14,
51a73eb20cf2ca7bf3ebd974,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 17:03:04,
51a73eb20cf2ca7bf3ebd973,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 17:15:16,
51afc6e40cf2ee67898fffee,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 17:17:09,
51a746310cf24b73e459c17d,TMALL,可瑞康,,发货速度非常快，支持!!!\n我的宝宝一直吃，很好，就是这几天天热，也不知道可以兑点什么降火的东西,5,好评,品牌口碑,1,2013-05-20 17:29:38,
51a73f0b0cf24b73e459b8b1,TMALL,可瑞康,,恶心，以前挺好，这次买了六罐之后喝了一直腹泻。停喝以后喝别的就没这种状况发生。售后态度非常恶劣。建议大家为了宝宝的健康不要在网上买奶粉了。现在在维权，可麻烦了！,1,差评,品牌口碑,1,2013-05-20 17:30:53,
51a746620cf2823ad0c805dd,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 17:31:31,
51a73f0b0cf24b73e459b8b0,TMALL,可瑞康,,卖家发货速度很快，不错的卖家,5,好评,品牌口碑,1,2013-05-20 17:41:12,
51afd45f0cf2ee678990006f,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 17:47:11,
51afc6e40cf2ee67898fffed,TMALL,可瑞康,,好品质，老样子,4,好评,其他,1,2013-05-20 17:47:17,
51a73f0b0cf24b73e459b8af,TMALL,可瑞康,,宝宝一直在吃，就是买了那么多了也没有一次有优惠的,5,好评,品牌口碑,1,2013-05-20 17:50:10,
51a73f0b0cf24b73e459b8ae,TMALL,可瑞康,,一如既往的好！,5,好评,品牌口碑,1,2013-05-20 17:50:27,
51a73f0b0cf24b73e459b8ad,TMALL,可瑞康,,不错,5,好评,品牌口碑,1,2013-05-20 17:54:25,
51afc6e40cf2ee67898fffec,TMALL,可瑞康,,一直吃这个牌子，现在换了新包装，听说更接近新西兰本地的配方。宝宝很喜欢，会一直吃着个的。,5,好评,品牌口碑,1,2013-05-20 17:54:41,
51a746310cf24b73e459c17c,TMALL,可瑞康,,很细腻哦，感觉很不错，,5,好评,品牌口碑,1,2013-05-20 18:01:25,
51a746620cf2823ad0c805dc,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 18:05:06,
51afc6e40cf2ee67898fffeb,TMALL,可瑞康,,好又快,5,好评,其他,1,2013-05-20 18:23:05,
51afc6e40cf2ee67898fffea,TMALL,可瑞康,,一直吃这个，看了新配方有些微调，希望不错吧~~,5,好评,品牌口碑,1,2013-05-20 18:23:25,
51a746310cf24b73e459c17b,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 18:29:03,
51a746310cf24b73e459c17a,TMALL,可瑞康,,                            宝贝一直都是喝这个奶粉、很好！他也很喜欢喝！,5,好评,品牌口碑,1,2013-05-20 18:41:43,
51a73f0b0cf24b73e459b8ac,TMALL,可瑞康,,阻挡你们发展的是物流,5,好评,其他,1,2013-05-20 18:57:00,
51a746310cf24b73e459c179,TMALL,可瑞康,,                            发货快，包装好，态度好,5,好评,物流,1,2013-05-20 18:57:48,
51a746620cf2823ad0c805db,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 19:00:56,
51a74a060cf2ca7bf3ebe557,TMALL,可瑞康,,一直买的,5,好评,品牌口碑,1,2013-05-20 19:10:07,
51a746310cf24b73e459c178,TMALL,可瑞康,,宝宝很爱喝，发货也很快，不错，赞一个,5,好评,品牌口碑,1,2013-05-20 19:20:51,
51a746620cf2823ad0c805da,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 19:32:43,
51afc6e40cf2ee67898fffe9,TMALL,可瑞康,,宝宝从7个月知道现在21个月了，一直很喜欢，也没有上火、便秘的 发货很是及时,5,好评,品牌口碑/产品口味/产品质量,3,2013-05-20 19:35:35,
51a746310cf24b73e459c177,TMALL,可瑞康,,好，宝宝喜欢吃。,5,好评,其他,1,2013-05-20 19:39:24,
51afc6e40cf2ee67898fffe8,TMALL,可瑞康,,已经光顾了几次了。。。。。不错。。。,5,好评,品牌口碑,1,2013-05-20 19:47:42,
51a73f0b0cf24b73e459b8ab,TMALL,可瑞康,,发货速度真快 全5分 谢谢母亲节的礼物,5,好评,其他,1,2013-05-20 19:55:19,
51a746310cf24b73e459c176,TMALL,可瑞康,,非常好,5,好评,品牌口碑,1,2013-05-20 19:59:14,
51a74a060cf2ca7bf3ebe556,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 20:02:31,
51a746620cf2823ad0c805d9,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 20:05:54,
51a746620cf2823ad0c805d8,TMALL,可瑞康,,此用户没有填写评论!,3,中评,其他,1,2013-05-20 20:06:45,
51afc6e40cf2ee67898fffe7,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 20:08:44,
51a746310cf24b73e459c175,TMALL,可瑞康,,发货速度超快啊！三天就到货了！值得表扬！包装也很细致！没有发现有任何损伤！服务太周到了！,5,好评,其他,1,2013-05-20 20:19:36,
51a746310cf24b73e459c174,TMALL,可瑞康,,口感还可以，就是不容易溶解，还有就是日期还是去年11月的，其他都还好，这次快递还真快,5,好评,其他,1,2013-05-20 20:29:19,
51a73f0b0cf24b73e459b8aa,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 20:38:59,
51a746620cf2823ad0c805d7,TMALL,可瑞康,,物流很快，奶粉没有爆罐，还没吃，期待,5,好评,物流,1,2013-05-20 20:41:35,
51afc6e40cf2ee67898fffe6,TMALL,可瑞康,,宝宝一直很爱吃这款奶粉，另外也希望国产奶粉能真正让老百姓放心，真的很想支持国货，不过。。。暂时。。。。哎,5,好评,品牌口碑/品牌问题,2,2013-05-20 20:43:14,
51a746310cf24b73e459c173,TMALL,可瑞康,,溶解性差了点 泡沫多了点,5,好评,产品质量,1,2013-05-20 20:47:29,
51a73f0b0cf24b73e459b8a9,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 20:47:58,
51afc6e40cf2ee67898fffe5,TMALL,可瑞康,,henhao,5,好评,其他,1,2013-05-20 20:49:06,
51a746310cf24b73e459c172,TMALL,可瑞康,,都忘了这是买第几灌了，质量应该是一如既往好吧。\n宝宝长的很健康，好高了哦，6个月多，70公分了。。。,5,好评,品牌口碑,1,2013-05-20 20:56:30,
51a73f0b0cf24b73e459b8a8,TMALL,可瑞康,,中文标签改了，今天电话确认过了没有问题。还是一样的好。,5,好评,产品包装/品牌问题,2,2013-05-20 21:05:50,
51a73f0b0cf24b73e459b8a7,TMALL,可瑞康,,一直吃的这家,5,好评,品牌口碑,1,2013-05-20 21:11:15,
51a746490cf24b73e459c1ad,TMALL,可瑞康,,已经喝了2箱了，这次又定了一箱,4,好评,其他,1,2013-05-20 21:16:01,
51afc6e40cf2ee67898fffe4,TMALL,可瑞康,,宝宝一直喝这个牌子，很好,5,好评,品牌口碑,1,2013-05-20 21:17:05,
51afc6e40cf2ee67898fffe3,TMALL,可瑞康,,特地吃了一罐才来评价的，跟之前买的一样，三段相比二段感觉潮一点，但是反而溶解性好，宝宝吃了那么久都挺好的。 发货超级快，给力。,4,好评,品牌口碑,1,2013-05-20 21:21:42,
51a746490cf24b73e459c1ac,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 21:26:09,
51a746490cf24b73e459c1ab,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 21:26:42,
51a746490cf24b73e459c1aa,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 21:27:29,
51a73f0b0cf24b73e459b8a6,TMALL,可瑞康,,不错，孩子一直在吃这个牌子。不过这次物流有点小波折啊,5,好评,品牌口碑,1,2013-05-20 21:39:49,
51a746490cf24b73e459c1a9,TMALL,可瑞康,,都是12年11月的，虽然不影响，但是如果是13年的就更好,5,好评,其他,1,2013-05-20 21:41:12,
51a746490cf24b73e459c1a8,TMALL,可瑞康,,一直在吃可瑞康~宝宝喜欢~消化也比较好,5,好评,品牌口碑,1,2013-05-20 21:42:11,
51a746620cf2823ad0c805d6,TMALL,可瑞康,,很好 五分，已经无数次了,5,好评,品牌口碑,1,2013-05-20 21:42:40,
51a73f0b0cf24b73e459b8a5,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 21:54:51,
51a746620cf2823ad0c805d5,TMALL,可瑞康,,一直在买,5,好评,品牌口碑,1,2013-05-20 21:55:52,
51a746490cf24b73e459c1a7,TMALL,可瑞康,,还没吃，看着不错,5,好评,品牌口碑,1,2013-05-20 21:57:02,
51a746750cf24b73e459c211,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 22:13:13,
51afc7fa0cf2ee678990000a,TMALL,可瑞康,,比较信赖这个品牌。口感也不错。,5,好评,品牌口碑,1,2013-05-20 22:17:46,
51a73f0b0cf24b73e459b8a4,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 22:25:01,
51a73f0b0cf24b73e459b8a3,TMALL,可瑞康,,一直信赖。,5,好评,品牌口碑,1,2013-05-20 22:35:18,
51a746750cf24b73e459c210,TMALL,可瑞康,,一直以来宝宝都在吃这奶粉，不错，物流很快。,5,好评,品牌口碑,1,2013-05-20 22:37:34,
51a73f0b0cf24b73e459b8a2,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 22:40:13,
51a746490cf24b73e459c1a6,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 22:42:57,
51a746490cf24b73e459c1a5,TMALL,可瑞康,,宝宝很喜欢吃 奶粉就是不好溶开 ,5,好评,其他,1,2013-05-20 22:47:29,
51a74a060cf2ca7bf3ebe555,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 23:00:13,
51afc7fa0cf2ee6789900009,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 23:11:59,
51a74a060cf2ca7bf3ebe554,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 23:13:01,
51a746490cf24b73e459c1a4,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 23:23:04,
51afc7fa0cf2ee6789900008,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 23:23:07,
51afd58f0cf27b5bce22762a,TMALL,可瑞康,,发货速度很快，就是快递不怎么样，这么重的东西还得自己搬上楼，别的都很好，希望卖家把好质量关，必竟宝宝的健康是每个妈妈最关心的,5,好评,品牌口碑,1,2013-05-20 23:25:36,
51afc7fa0cf2ee6789900007,TMALL,可瑞康,,好。,5,好评,其他,1,2013-05-20 23:27:39,
51afc7fa0cf2ee6789900006,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 23:30:02,
51a73f0b0cf24b73e459b8a1,TMALL,可瑞康,, 物流不给力。没提前通知我。害我白等好多天，小孩子在等着吃呢。,5,好评,品牌口碑,1,2013-05-20 23:31:11,
51a746750cf24b73e459c20f,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 23:45:31,
51afc7fa0cf2ee6789900005,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-20 23:57:46,
51a746490cf24b73e459c1a3,TMALL,可瑞康,,不咋滴新鲜了！今年11月份的。,5,好评,其他,1,2013-05-21 00:14:12,
51afd58f0cf27b5bce227629,TMALL,可瑞康,,为什么我要求每次发申通，你们都视而不见！,1,差评,其他,1,2013-05-21 00:27:32,
51a746750cf24b73e459c20e,TMALL,可瑞康,,还行,3,中评,其他,1,2013-05-21 00:43:19,
51a746490cf24b73e459c1a2,TMALL,可瑞康,,就那样！一直在买活动蛮少！,4,好评,品牌口碑/价格,2,2013-05-21 00:43:57,
51afc7fa0cf2ee6789900004,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-21 01:17:42,
51a73f0b0cf24b73e459b8a0,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-21 01:48:14,
51a73f0b0cf24b73e459b89f,TMALL,可瑞康,,很好,5,好评,品牌口碑,1,2013-05-21 06:05:05,
51a73f0b0cf24b73e459b89e,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-21 07:05:39,
51afc7fa0cf2ee6789900003,TMALL,可瑞康,,不好意思，忘了确认。孩子很爱喝。,5,好评,品牌口碑,1,2013-05-21 07:53:20,
51a746490cf24b73e459c1a1,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-21 08:26:49,
